;Date;Unix;Ticker;DE Ratio;Trailing P/E;Price/Sales;Price/Book;Profit Margin;Operating Margin;Return on Assets;Return on Equity;Revenue Per Share;Market Cap;Enterprise Value;Forward P/E;PEG Ratio;Enterprise Value/Revenue;Enterprise Value/EBITDA;Revenue;Gross Profit;EBITDA;Net Income Avl to Common ;Diluted EPS;Earnings Growth;Revenue Growth;Total Cash;Total Cash Per Share;Total Debt;Current Ratio;Book Value Per Share;Cash Flow;Beta;Held by Insiders;Held by Institutions;Shares Short (as of;Short Ratio;Short % of Float;Shares Short (prior
1686;02/10/2009 00:09;1254434976.0;ccl;N/A;13.23;1.97;1.21;14.85;17.23;3.99;9.40;16.845;35300000000.0;35300000000.0;N/A;1.01;2.66;9.948;2.66;5610000000.0;9.948;1970000000.0;2.47;19.50;14.00;976000000.0;1.242;10110000000.0;0.363;27.43;N/A;1.35;30.05;71.30;12740000.0;2.9;1.90;11450000.0
1687;31/03/2010 19:32;1270056769.0;ccl;N/A;18.23;2.31;1.44;12.74;15.67;3.77;8.40;17.011;40810000000.0;40810000000.0;N/A;1.08;3.05;11.922;3.05;5050000000.0;11.922;1710000000.0;2.13;32.70;8.10;753000000.0;0.954;10650000000.0;0.308;27.146999;N/A;1.35;35.33;70.00;9900000.0;2.4;N/A;9910000.0
1688;22/01/2012 01:33;1327192431.0;ccl;39.24;13.04;1.57;1.04;12.11;14.28;3.70;8.16;20.07;33430000000.0;33430000000.0;11.27;1.38;2.12;8.86;2.12;5380000000.0;8.86;1910000000.0;2.42;12.50;1.50;450000000.0;0.58;9350000000.0;0.22;30.67;N/A;1.47;0.07;38.50;9480000.0;2.40;2.20;9800000.0
1689;15/07/2012 10:45;1342341936.0;ccl;43.43;17.76;1.58;1.09;9.00;12.75;3.19;6.10;20.34;34370000000.0;34370000000.0;13.03;1.52;2.17;9.68;2.17;5490000000.0;9.68;1430000000.0;1.83;93.20;2.30;900000000.0;1.16;10000000000.0;0.30;29.56;3420000000.0;1.52;0.13;33.00;23480000.0;4.70;5.70;24970000.0
1690;22/01/2013 16:14;1358867644.0;ccl;37.20;23.21;1.95;1.25;8.44;11.75;2.91;5.44;19.77;38380000000.0;38380000000.0;13.04;1.35;2.50;11.55;2.50;5490000000.0;11.55;1300000000.0;1.67;57.10;3.20;465000000.0;0.60;8900000000.0;0.25;30.84;N/A;1.43;35.69;30.50;11740000.0;3.10;2.80;11850000.0
1691;23/04/2013 05:21;1366687295.0;ccl;40.00;17.49;1.68;1.10;9.58;12.16;3.01;6.25;19.80;34810000000.0;34810000000.0;12.66;1.16;2.26;10.20;2.26;5060000000.0;10.20;1470000000.0;1.90;N/A;0.30;477000000.0;0.62;9410000000.0;0.26;30.35;3080000000.0;1.44;0.06;29.40;8890000.0;1.50;2.50;13440000.0
1692;10/05/2013 02:06;1368144367.0;ccl;40.00;18.58;1.79;1.17;9.58;12.16;3.01;6.25;19.80;36320000000.0;36320000000.0;13.55;1.21;2.36;10.65;2.36;5060000000.0;10.65;1470000000.0;1.90;N/A;0.30;477000000.0;0.62;9410000000.0;0.26;30.35;3080000000.0;1.43;0.06;29.40;9870000.0;1.70;2.80;8890000.0
1693;03/02/2004 08:19;1075792797.0;celg;1.332;287.93;12.11;10.94;4.70;46.65;2.33;4.42;3.122;3390000000.0;3130000000.0;79.35;N/A;11.53;N/A;11.53;118420000.0;N/A;12760000.0;0.145;N/A;18.80;660880000.0;8.14;400150000.0;11.06;3.7;N/A;0.699;10.02;87.22;5040000.0;2.709;6.90;6260000.0
1694;18/11/2004 21:53;1100811193.0;celg;0.902;102.63;13.00;10.32;13.30;9.46;5.60;13.23;2.014;4490000000.0;4190000000.0000005;47.89;1.58;11.87;100.87;11.87;222390000.0;100.87;46940000.0;0.266;N/A;100.00;798830000.0;4.85;400010000.0;10.633;2.7;38410000.0;0.639;9.98;92.05;9500000.0;4.65;6.41;9690000.0
1695;28/01/2005 12:51;1106913077.0;celg;0.902;91.49;13.19;10.47;14.48;9.46;6.40;14.84;2.142;4650000000.0;4260000000.0;49.60;1.92;11.27;102.46;11.27;222390000.0;102.46;54680000.0;0.309;N/A;100.00;798830000.0;4.85;400010000.0;10.633;2.7;51030000.0;0.382;9.98;84.00;10660000.0;5.089;7.19;11200000.0
1696;21/05/2005 03:51;1116640271.0;celg;0.748;N/A;N/A;12.23;N/A;N/A;0.00;0.00;N/A;6580000000.0;6250000000.0;40.64;1.67;N/A;N/A;N/A;317780000.0;N/A;N/A;N/A;290.50;39.10;701280000.0;4.2;400010000.0;8.299;3.209;155940000.0;1.008;2.24;80.81;12000000.0;4.9;7.35;11030000.0
1697;27/06/2006 10:07;1151395658.0;celg;0.557;485.64;26.15;22.00;5.19;15.16;5.17;5.02;1.79;15860000000.0;15490000000.0;N/A;1.93;25.54;131.533;25.54;456210000.0;131.533;31470000.0;0.09;66.80;61.80;772580000.0;2.224;399980000.0;8.419;2.075;62720000.0;0.62;0.88;82.80;18270000.0;4.8;5.30;19520000.0
1698;23/10/2006 13:11;1161601895.0;celg;0.536;530.35;24.31;21.43;4.59;12.98;5.67;4.63;1.923;16000000000.0;15960000000.0;N/A;1.70;24.26;118.937;24.26;456210000.0;118.937;30230000.0;0.09;11.40;35.40;757760000.0;2.16;399970000.0;7.388;2.128;16290000.0;0.76;0.87;80.20;21350000.0;6.3;6.20;20040000.0
1699;19/02/2007 00:46;1171842385.0;celg;0.477;316.21;21.32;22.84;7.67;19.46;N/A;9.36;2.552;18830000000.0;18900000000.0;N/A;1.13;21.03;92.534;21.03;456210000.0;92.534;68980000.0;0.17;483.30;84.10;872470000.0;2.476;399960000.0;N/A;2.381;N/A;0.09;0.87;83.70;23520000.0;5.7;6.80;22140000.0
1700;04/04/2007 17:05;1175699158.0;celg;0.477;330.47;23.37;10.59;7.67;19.46;N/A;9.36;2.552;21090000000.0;18900000000.0;N/A;1.13;21.03;92.534;21.03;456210000.0;92.534;68980000.0;0.17;483.30;84.10;872470000.0;2.476;399960000.0;N/A;5.255;N/A;0.09;0.87;83.70;23520000.0;5.7;6.80;22140000.0
1701;13/06/2007 21:16;1181762177.0;celg;0.214;210.71;21.78;10.37;10.92;22.63;N/A;N/A;2.802;22410000000.0;22170000000.0;N/A;1.31;21.94;69.235;21.94;772980000.0;69.235;110370000.0;0.28;258.30;61.40;1980000000.0;5.25;422480000.0;N/A;5.584;N/A;0.55;0.35;77.70;24630000.0;6.3;6.60;23440000.0
1702;15/06/2007 03:15;1181870120.0;celg;0.189;212.75;22.18;10.57;10.92;22.64;8.73;7.78;2.802;22630000000.0;20700000000.0;N/A;1.18;20.49;64.518;20.49;772980000.0;64.518;110370000.0;0.28;258.30;61.40;2120000000.0;5.568;399880000.0;18.227;5.584;157650000.0;0.44;0.34;84.30;25930000.0;6.5;6.90;24630000.0
1703;16/06/2007 06:32;1181968329.0;celg;0.189;214.57;22.40;10.67;10.92;22.64;8.73;7.78;2.802;22820000000.0;21110000000.0;N/A;1.19;20.89;65.797;20.89;772980000.0;65.797;110370000.0;0.28;258.30;61.40;2120000000.0;5.568;399880000.0;18.227;5.584;157650000.0;0.44;0.34;84.30;25930000.0;6.5;6.90;24630000.0
1704;17/07/2007 11:25;1184664315.0;celg;0.189;208.29;21.93;10.44;10.92;22.64;8.73;7.78;2.802;22160000000.0;20440000000.0;N/A;1.15;20.23;63.712;20.23;772980000.0;63.712;110370000.0;0.28;258.30;61.40;2120000000.0;5.568;399880000.0;18.227;5.584;157650000.0;0.63;0.34;84.30;25660000.0;6.4;6.80;25930000.0
1705;26/10/2007 12:51;1193395901.0;celg;0.175;171.25;21.17;10.74;13.40;26.60;8.54;10.26;3.147;24580000000.0;22660000000.0;N/A;1.39;19.51;67.144;19.51;772980000.0;67.144;155630000.0;0.38;471.10;76.40;2320000000.0;6.066;399880000.0;4.433;5.979;307530000.0;0.4;0.62;84.70;24750000.0;6.4;6.50;26290000.0
1706;14/01/2009 22:36;1231969014.0;celg;0.008;N/A;11.30;6.43;64.14;27.52;9.08;43.15;4.797;22280000000.0;20650000000.0;N/A;0.92;10.12;30.624;10.12;1280000000.0;30.624;1310000000.0;3.07;252.30;69.30;2450000000.0;5.356;28830000.0;6.735;7.833;642910000.0;0.45;0.36;83.20;8740000.0;1.6;1.90;8300000.000000001
1707;06/02/2013 18:15;1360170944.0;celg;54.01;29.64;7.61;7.38;26.44;34.78;N/A;25.91;12.78;41160000000.0;41160000000.0;14.34;0.79;7.48;18.95;7.48;4420000000.0;18.95;1460000000.0;3.30;35.90;12.70;3830000000.0;9.13;3090000000.0;N/A;13.51;N/A;0.88;0.20;82.70;6890000.0;1.60;1.60;4680000.0
1708;25/04/2013 00:04;1366841070.0;celg;54.34;35.84;9.58;9.29;26.44;37.01;11.72;25.99;12.78;50430000000.0;50430000000.0;17.27;0.98;9.16;21.72;9.16;5210000000.0;21.72;1460000000.0;3.30;35.90;12.70;3900000000.0;9.31;3090000000.0;3.27;13.57;2020000000.0;0.92;0.18;83.30;4950000.0;1.50;1.10;6430000.0
1709;16/05/2013 18:26;1368721611.0;celg;56.28;37.86;9.49;9.76;25.26;35.83;11.71;24.75;13.38;52770000000.0;52770000000.0;18.03;0.96;9.26;22.41;9.26;5210000000.0;22.41;1440000000.0;3.29;4.10;15.00;3520000000.0;8.44;3130000000.0;3.37;13.29;2040000000.0;0.92;0.18;83.30;4320000.0;1.30;1.00;5800000.0
1710;11/11/2003 01:20;1068510038.0;cern;0.292;42.24;1.95;3.32;4.57;8.36;4.79;8.18;21.973;1500000000.0;1570000000.0;27.47;1.88;1.97;11.86;1.97;N/A;11.86;36530000.0;1.005;N/A;N/A;119800000.0;3.38;136620000.0;2.577;13.22;N/A;0.535;20.96;70.90;7440000.0;8.391;26.58;5300000.0
1711;12/04/2004 00:01;1081720868.0;cern;0.295;38.46;1.92;3.24;5.10;9.30;5.38;9.28;23.043;1610000000.0;1630000000.0;22.54;0.99;1.94;11.07;1.94;645300000.0;11.07;42790000.0;1.172;10.90;11.70;121840000.0;3.41;145730000.0;2.417;13.913;134300000.0;0.36;20.98;87.00;5410000.0;11.708;19.18;5670000.0
1712;28/07/2004 21:55;1091044511.0;cern;0.254;29.13;1.86;3.08;6.44;11.23;6.75;11.51;23.801;1600000000.0;1640000000.0;21.77;1.20;1.86;16.54;1.86;645300000.0;16.54;56700000.0;1.532;10.90;11.70;137220000.0;3.83;135810000.0;2.438;14.811;143100000.0;0.393;21.10;90.20;7790000.0;15.617;27.54;6800000.0
1713;03/08/2004 23:40;1091569209.0;cern;0.254;29.77;1.86;3.09;6.44;11.23;6.75;11.51;23.801;1640000000.0;1640000000.0;22.25;1.20;1.86;16.57;1.86;645300000.0;16.57;56700000.0;1.532;10.90;11.70;137220000.0;3.83;135810000.0;2.438;14.811;143100000.0;0.393;21.10;91.34;7790000.0;15.617;27.54;6800000.0
1714;14/11/2004 20:28;1100460499.0;cern;0.243;30.69;1.95;3.18;6.56;11.44;6.84;11.58;24.259;1780000000.0;1750000000.0;23.52;1.20;1.93;9.29;1.93;645300000.0;9.29;59430000.0;1.594;10.90;11.70;160950000.0;4.43;135070000.0;2.528;15.288;143170000.0;0.354;21.02;92.24;9660000.0;19.598;33.67;8880000.0
1715;25/01/2005 09:51;1106643108.0;cern;0.243;29.83;1.94;3.17;6.56;11.44;6.84;11.58;24.259;1730000000.0;1700000000.0;22.86;1.19;1.88;9.03;1.88;645300000.0;9.03;59430000.0;1.594;10.90;11.70;160950000.0;4.43;135070000.0;2.528;15.288;155100000.0;0.353;21.02;95.00;9680000.0;19.679;33.74;9660000.0
1716;06/02/2005 19:03;1107712999.0;cern;0.219;30.66;2.02;3.30;6.98;12.03;7.14;12.00;24.631;1910000000.0;1850000000.0;20.34;1.09;2.00;16.64;2.00;645300000.0;16.64;64650000.00000001;1.72;10.90;11.70;189780000.0;5.22;130710000.00000001;2.557;15.288;155100000.0;0.353;21.02;94.45;9590000.0;24.161;33.42;9680000.0
1717;10/03/2005 01:56;1110416194.0;cern;0.219;29.69;2.03;3.16;6.98;12.03;7.14;12.00;24.631;1850000000.0;1820000000.0;19.69;1.07;1.97;16.34;1.97;645300000.0;16.34;64650000.00000001;1.72;10.90;11.70;189780000.0;5.22;130710000.00000001;2.557;16.372;155100000.0;0.481;21.02;95.00;10990000.0;25.625;38.30;9590000.0
1718;18/06/2006 22:26;1150662372.0;cern;0.276;32.62;2.43;3.71;7.70;12.28;8.13;13.30;16.246;2990000000.0;2930000000.0;N/A;1.14;2.41;10.799;2.41;439890000.0;10.799;93880000.0;1.18;60.90;22.40;278820000.0;3.597;220120000.0;2.562;10.306;235730000.0;2.13;17.39;87.70;8310000.000000001;8.7;13.00;10770000.0
1719;23/10/2006 13:12;1161601955.0;cern;0.252;38.42;2.87;4.41;7.70;12.22;8.41;13.31;16.769;3650000000.0;3500000000.0;N/A;1.42;2.75;12.301;2.75;439890000.0;12.301;97940000.0;1.22;20.60;19.00;276690000.0;3.558;208120000.0;2.589;10.656;251080000.0;1.78;17.31;88.00;9250000.0;16.6;14.30;9420000.0
1720;13/03/2007 18:26;1173806785.0;cern;0.226;39.37;3.08;4.59;7.97;12.06;8.28;13.09;17.737;4179999999.9999995;4139999999.9999995;N/A;1.29;3.01;13.348;3.01;509020000.0;13.348;109890000.0;1.35;43.00;16.90;308780000.0;3.914;207630000.0;2.476;11.712;232720000.0;1.21;16.50;87.80;12570000.0;12.8;19.10;10570000.0
1721;20/01/2008 20:25;1200857121.0;cern;0.19;32.68;2.76;3.84;8.88;13.28;8.16;13.70;19.077;4210000000.0;4110000000.0000005;N/A;1.23;2.73;11.845;2.73;509020000.0;11.845;133680000.0;1.61;34.10;8.00;308430000.0;3.857;205000000.0;2.796;13.543;255190000.0;0.95;25.59;76.80;9530000.0;19.4;14.30;9770000.0
1722;22/12/2008 19:58;1229972329.0;cern;0.137;19.79;1.92;2.43;9.87;14.71;8.53;13.50;19.948;3040000000.0;2950000000.0;N/A;0.83;1.84;7.357;1.84;581810000.0;7.357;158450000.0;1.90;44.10;13.40;297270000.0;3.67;173800000.0;2.794;15.658;275990000.0;0.93;15.91;90.80;11660000.0;10.8;16.90;10150000.0
1723;11/12/2009 22:04;1260565464.0;cern;N/A;31.38;3.72;4.13;12.24;17.97;9.68;14.75;20.718;5920000000.0;5920000000.0;N/A;1.83;3.54;13.921;3.54;1380000000.0;13.921;204510000.0;2.45;7.50;3.10;434650000.0;5.325;143820000.0;3.3;18.445;337340000.0;0.99;15.96;88.80;10170000.0;10.3;15.10;10900000.0
1724;15/05/2011 05:56;1305431777.0;cern;5.01;40.57;5.27;4.98;13.17;19.75;9.98;13.71;23.06;9520000000.0;9520000000.0;27.55;1.77;4.98;18.90;4.98;1530000000.0;18.90;251540000.0;2.94;28.40;14.00;610880000.0;7.26;101430000.0;3.82;24.05;9520000000.0;0.92;15.75;87.00;8430000.0;13.10;13.90;8400000.0
1725;25/09/2011 21:21;1316978516.0;cern;5.38;44.33;5.86;5.44;13.55;20.16;10.04;13.97;11.88;11120000000.0;11120000000.0;31.15;1.88;5.62;21.08;5.62;1530000000.0;21.08;268110000.0;1.56;29.90;15.00;682020000.0;4.03;114690000.0;3.74;12.61;11120000000.0;0.94;15.75;87.00;17140000.0;8.90;N/A;15770000.0
1726;13/10/2011 00:54;1318460068.0;cern;5.38;43.49;5.92;5.50;13.55;20.16;10.04;13.97;11.88;11150000000.0;11150000000.0;30.56;1.88;5.64;21.13;5.64;1530000000.0;21.13;268110000.0;1.56;29.90;15.00;682020000.0;4.03;114690000.0;3.74;12.61;11150000000.0;0.92;15.75;87.00;16500000.0;10.30;N/A;17140000.0
1727;11/12/2011 00:55;1323561337.0;cern;6.06;36.79;4.81;4.55;13.70;20.38;10.22;14.24;12.45;9430000000.0;9430000000.0;N/A;N/A;4.51;16.96;4.51;1530000000.0;16.96;286070000.0;1.65;29.50;23.50;755210000.0;4.46;133840000.0;3.77;13.03;499550000.0;0.65;15.75;87.00;11940000.0;6.90;N/A;12330000.0
1728;10/10/2012 14:24;1349871857.0;cern;6.86;37.48;5.38;5.06;14.76;21.59;10.83;15.18;14.21;12200000000.0;12200000000.0;27.45;1.65;5.05;18.54;5.05;1760000000.0;18.54;356560000.0;2.03;35.80;21.20;980000000.0;5.73;176080000.0;3.57;15.01;643210000.0;0.50;14.79;82.00;11580000.0;10.20;8.00;11050000.0
1729;06/02/2013 13:18;1360153094.0;cern;7.29;38.88;5.70;5.32;14.96;21.80;10.87;15.36;14.78;13500000000.0;13500000000.0;29.96;1.77;5.36;19.64;5.36;1760000000.0;19.64;376620000.0;2.15;25.40;18.20;1040000000.0;6.06;196660000.0;3.52;15.72;696250000.0;0.50;14.79;82.00;8960000.0;11.80;6.20;9660000.0
1730;25/04/2013 02:39;1366850345.0;cern;6.92;40.77;6.13;5.64;15.22;21.90;10.66;15.44;15.27;14970000000.0;14970000000.0;28.01;1.78;5.74;21.01;5.74;2060000000.0;21.01;397230000.0;2.26;22.60;15.30;1040000000.0;6.02;196140000.0;3.09;16.47;708310000.0;0.52;14.17;83.00;9330000.0;11.30;6.40;9610000.0
1731;25/08/2004 21:01;1093460462.0;cf;N/A;19.16;5.02;3.02;26.74;55.39;1.25;16.24;8.667;10030000000.0;10150000000.0;14.06;1.43;5.08;N/A;5.08;2340000000.0;N/A;533960000.00000006;2.318;9.20;0.80;580710000.0;2.57;697020000.0;N/A;14.728;474450000.0;0.487;5.98;56.68;1690000.0;1.777;0.80;3130000.0
1732;24/06/2006 17:19;1151162346.0;cf;0.006;N/A;0.40;1.02;4.64;3.08;2.47;10.77;33.629;777530000.0;585440000.0;N/A;4.14;0.32;3.895;0.32;209200000.0;3.895;83100000.0;1.56;N/A;12.80;196300000.0;3.567;4200000.0;1.452;13.266;91800000.0;N/A;N/A;N/A;2380000.0;5.2;4.30;2049999.9999999998
1733;23/10/2006 12:23;1161599020.0;cf;0.006;N/A;0.54;1.33;4.57;3.33;3.10;10.26;34.322;1020000000.0;812990000.0;N/A;4.90;0.43;5.139;0.43;209200000.0;5.139;83400000.0;1.57;0.70;6.10;228000000.0;4.142;4400000.0;2.131;14.042;67099999.99999999;2.39;10.05;85.10;2770000.0;11.2;5.00;3090000.0
1734;13/04/2007 11:16;1176455789.0;cf;0.005;71.62;1.22;3.11;1.71;4.76;5.00;4.37;35.445;2390000000.0;2069999999.9999998;N/A;3.00;1.06;10.57;1.06;147200000.0;10.57;33299999.999999996;0.60;N/A;9.30;325600000.0;5.902;4200000.0;1.791;13.902;203600000.0;1.43;9.99;88.90;2910000.0;2.1;5.30;1950000.0
1735;08/06/2007 15:39;1181309979.0;cf;0.005;22.66;1.28;3.09;5.77;11.00;9.82;14.76;36.287;2610000000.0;2080000000.0;N/A;2.94;1.04;6.489;1.04;147200000.0;6.489;115100000.0;2.08;N/A;11.80;490800000.0;8.863;4300000.0;1.613;14.984;376200000.0;1.24;9.99;90.90;3560000.0;2.4;6.50;3410000.0
1736;25/01/2008 17:25;1201278304.0;cf;0.005;24.06;2.38;5.44;10.45;17.77;16.73;27.12;42.445;5860000000.0;4870000000.0;N/A;N/A;2.07;9.682;2.07;147200000.0;9.682;245300000.0;4.357;1084.90;46.20;730400000.0;13.073;5000000.0;2.02;18.407;543900000.0;0.69;4.31;98.10;3050000.0;1.5;5.50;3080000.0
1737;12/02/2008 11:55;1202813705.0;cf;0.004;25.59;2.66;5.25;10.45;17.77;16.73;27.12;42.445;6230000000.0;5380000000.0;N/A;2.33;2.29;10.7;2.29;147200000.0;10.7;245300000.0;4.36;1592.50;68.40;861000000.0;15.403;4900000.0;2.02;21.233999;543900000.0;0.9;4.31;97.30;3050000.0;1.5;5.50;3080000.0
1738;26/04/2008 06:29;1209184182.0;cf;0.004;21.93;2.81;6.52;13.52;21.72;22.66;38.15;49.67;8109999999.999999;7250000000.0;N/A;2.59;2.63;10.615;2.63;670000000.0;10.615;372700000.0;6.57;1592.50;61.90;861000000.0;15.305;4900000.0;2.033;21.104;690100000.0;0.79;8.66;92.30;5200000.0;1.8;9.30;5110000.0
1739;12/06/2008 06:32;1213245166.0;cf;0.004;18.16;2.88;6.33;16.07;25.76;23.02;43.66;52.92;8520000000.0;7670000000.0;N/A;2.34;2.60;9.02;2.60;670000000.0;9.02;474300000.0;8.32;177.60;41.30;852000000.0;15.113;4800000.0;1.538;23.820999;796200000.0;1.16;4.24;99.20;4650000.0;1.9;8.30;4890000.0
1740;03/12/2008 23:46;1228344366.0;cf;0.003;4.22;0.71;1.54;17.02;27.46;26.23;46.24;65.894;2630000000.0;1470000000.0;N/A;0.96;0.40;1.314;0.40;670000000.0;1.314;629900000.0;10.979;45.50;75.10;1150000000.0;20.264;4600000.0;2.126;29.833;800400000.0;1.97;4.24;91.90;3570000.0;0.7;6.30;2450000.0
1741;29/03/2010 07:40;1269841209.0;cf;N/A;12.54;1.74;2.62;14.02;26.06;17.40;23.84;53.781;3650000000.0;3650000000.0;N/A;0.86;1.40;4.674;1.40;839400000.0;4.674;365600000.0;7.43;73.00;52.70;882100000.0;18.156;4700000.0;2.674;35.596001;681800000.0;0.92;0.32;88.90;2490000.0;0.9;5.20;1780000.0
1742;26/02/2011 10:55;1298714133.0;cf;44.19;26.22;2.41;2.36;8.81;23.36;10.29;14.27;61.28;11130000000.0;11130000000.0;11.54;1.17;2.81;9.12;2.81;839400000.0;9.12;349200000.0;5.34;289.70;144.20;800800000.0;11.25;1960000000.0;1.42;56.89;11130000000.0;0.95;0.29;90.20;1190000.0;0.50;2.50;2440000.0
1743;12/07/2011 01:16;1310426200.0;cf;33.77;16.25;2.30;2.44;13.71;31.72;15.55;23.49;65.88;11130000000.0;11130000000.0;10.04;0.81;2.40;5.69;2.40;1180000000.0;5.69;635600000.0;8.92;N/A;133.70;1140000000.0;15.91;1620000000.0;1.31;61.10;11130000000.0;1.03;0.31;97.00;2120000.0;0.90;3.40;2260000.0
1744;10/09/2011 06:45;1315629956.0;cf;30.35;12.75;2.59;2.73;19.84;37.39;13.31;24.65;71.91;13180000000.0;13180000000.0;9.31;1.04;2.57;5.61;2.57;1180000000.0;5.61;1020000000.0;14.12;363.70;37.80;1360000000.0;18.94;1620000000.0;1.90;67.90;13180000000.0;0.93;0.31;97.00;2540000.0;1.00;4.10;1820000.0
1745;25/07/2012 19:58;1343239125.0;cf;30.18;8.24;1.97;2.58;25.20;45.38;19.46;36.64;94.95;12640000000.0;12640000000.0;9.44;0.76;1.96;3.77;1.96;2900000000.0;3.77;1630000000.0;23.69;30.60;30.10;1710000000.0;26.10;1620000000.0;1.97;75.20;2009999999.9999998;1.50;0.33;95.50;1930000.0;1.30;3.00;1620000.0
1746;22/04/2013 02:34;1366590883.0;cf;25.55;6.27;1.84;1.90;30.29;47.89;19.09;34.30;95.52;10610000000.0;10610000000.0;7.64;0.76;1.74;3.19;1.74;3110000000.0;3.19;1850000000.0;28.59;7.20;13.80;2280000000.0;36.17;1600000000.0;2.96;93.76;2380000000.0;1.83;0.28;97.30;1310000.0;1.10;2.20;1590000.0
1747;25/04/2013 09:26;1366874813.0;cf;25.55;6.54;1.93;2.00;30.29;47.89;19.09;34.30;95.52;10610000000.0;10610000000.0;7.98;0.76;1.74;3.19;1.74;3110000000.0;3.19;1850000000.0;28.59;7.20;13.80;2280000000.0;36.17;1600000000.0;2.96;93.76;2380000000.0;1.83;0.28;97.30;1310000.0;1.10;2.20;1590000.0
1748;01/12/2010 07:25;1291184704.0;cfn;28.98;33.88;1.31;1.07;3.86;13.44;4.24;3.27;17.64;5480000000.0;5480000000.0;12.36;2.33;1.40;7.80;1.40;1870000000.0;7.80;154000000.0;0.68;53.10;1.60;1000000000.0;4.50;1390000000.0;3.89;21.53;5480000000.0;N/A;16.39;77.20;3340000.0;1.30;1.80;3580000.0
1749;14/04/2011 21:46;1302810404.0;cfn;28.44;41.57;1.62;1.29;4.03;13.55;4.17;3.26;17.53;6420000000.0;6420000000.0;15.60;1.27;1.65;9.04;1.65;1870000000.0;9.04;157000000.0;0.70;8.60;1.70;1090000000.0;4.87;1390000000.0;3.86;21.93;6420000000.0;N/A;0.68;88.80;3550000.0;2.70;1.90;3560000.0
1750;16/06/2011 08:23;1308205395.0;cfn;27.89;28.53;1.52;1.21;5.34;14.73;4.56;5.26;17.77;6230000000.0;6230000000.0;14.25;1.19;1.58;8.11;1.58;1870000000.0;8.11;255000000.0;0.94;N/A;3.60;1180000000.0;5.28;1390000000.0;4.16;22.29;6230000000.0;N/A;0.68;88.80;2420000.0;1.20;1.30;2210000.0
1751;18/08/2011 14:19;1313669973.0;cfn;27.25;22.74;1.62;1.12;6.92;16.92;4.62;5.94;15.84;5720000000.0;5720000000.0;11.93;0.96;1.62;7.28;1.62;1800000000.0;7.28;291000000.0;1.08;63.50;3.70;1370000000.0;6.13;1390000000.0;4.63;22.79;5720000000.0;N/A;0.68;88.80;3550000.0;2.20;1.90;3530000.0
1752;13/12/2011 17:30;1323793853.0;cfn;27.34;20.29;1.54;1.07;7.67;16.71;4.59;6.49;15.95;5700000000.0;5700000000.0;N/A;N/A;1.60;7.24;1.60;1800000000.0;7.24;322000000.0;1.20;76.30;4.10;1190000000.0;5.29;1400000000.0;3.35;22.86;330000000.0;0.91;0.68;88.80;2820000.0;1.60;1.30;1990000.0
1753;13/05/2013 02:39;1368405559.0;cfn;21.07;20.25;2.14;1.47;10.31;18.46;N/A;N/A;16.24;7480000000.0;7480000000.0;13.88;1.33;2.07;8.72;2.07;1800000000.0;8.72;370000000.0;1.66;171.00;2.00;N/A;N/A;N/A;N/A;23.63;N/A;0.93;0.28;92.10;1830000.0;1.30;0.80;1920000.0
1754;02/03/2004 13:14;1078229655.0;chk;1.278;12.06;1.87;2.36;17.61;39.19;7.66;26.98;6.531;2850000000.0;5210000000.0;15.83;2.32;3.43;5.54;3.43;610210000.0;5.54;249440000.0;1.09;81.50;23.80;38480000.0;0.18;2020000000.0;0.884;5.566;732390000.0;0.785;12.99;66.73;11200000.0;3.158;5.95;12660000.0
1755;22/06/2004 18:46;1087922763.0;chk;0.864;11.29;1.81;2.29;18.49;39.15;7.94;27.24;6.907;3480000000.0;6100000000.0;12.49;1.05;3.20;5.18;3.20;1500000000.0;5.18;324950000.0;1.272;676.90;132.60;189420000.0;0.78;2009999999.9999998;0.77;6.212;1190000000.0;0.347;13.00;67.54;15940000.0;6.555;7.56;14810000.0
1756;15/11/2004 23:25;1100557501.0;chk;0.978;13.71;2.07;1.48;16.91;34.99;6.68;20.41;7.435;4520000000.0;8180000000.0;10.36;2.30;3.68;6.21;3.68;1500000000.0;6.21;338210000.0;1.232;676.90;132.60;49070000.0;0.18;2760000000.0;0.535;11.629;1240000000.0;0.366;13.00;61.96;17740000.0;7.16;7.62;17200000.0
1757;15/12/2004 01:44;1103071444.0;chk;0.978;13.39;1.97;1.41;16.91;34.99;6.68;20.41;7.435;4420000000.0;7950000000.0;9.94;1.41;3.57;6.04;3.57;1500000000.0;6.04;338210000.0;1.232;676.90;132.60;49070000.0;0.18;2760000000.0;0.535;11.629;1330000000.0;0.401;13.00;70.74;17580000.0;6.236;7.55;17740000.0
1758;07/02/2005 04:46;1107748001.0;chk;0.978;14.79;2.14;1.53;16.91;34.99;6.68;20.41;7.435;4880000000.0;8439999999.999999;10.53;1.23;3.80;6.41;3.80;1500000000.0;6.41;338210000.0;1.23;676.90;132.60;49070000.0;0.18;2760000000.0;0.535;11.629;1330000000.0;0.509;13.93;71.32;7020000.0;2.119;3.05;14080000.0
