Date,Open,High,Low,Close,Adj Close,Volume
1992-09-30,0.401786,0.406250,0.397321,0.402902,0.334032,100049600
1992-10-01,0.399554,0.402902,0.395089,0.395089,0.327555,122729600
1992-10-02,0.397321,0.399554,0.383929,0.390625,0.323854,113545600
1992-10-05,0.386161,0.390625,0.370536,0.388393,0.322003,264958400
1992-10-06,0.390625,0.401786,0.381696,0.399554,0.331256,113444800
1992-10-07,0.401786,0.404018,0.388393,0.390625,0.323854,113310400
1992-10-08,0.392857,0.395089,0.383929,0.388393,0.322003,126974400
1992-10-09,0.388393,0.392857,0.383929,0.387277,0.321078,58744000
1992-10-12,0.386161,0.395089,0.386161,0.392857,0.325704,71635200
1992-10-13,0.399554,0.410714,0.392857,0.405134,0.335883,147179200
1992-10-14,0.404018,0.412946,0.401786,0.410714,0.340509,95726400
1992-10-15,0.408482,0.410714,0.404018,0.406250,0.336808,75420800
1992-10-16,0.417411,0.441964,0.415179,0.437500,0.362716,451348800
1992-10-19,0.437500,0.439732,0.433036,0.437500,0.362716,196044800
1992-10-20,0.437500,0.446429,0.433036,0.438616,0.363641,287246400
1992-10-21,0.439732,0.441964,0.428571,0.433036,0.359015,114251200
1992-10-22,0.433036,0.439732,0.430804,0.435268,0.360866,84470400
1992-10-23,0.439732,0.441964,0.430804,0.435268,0.360866,91425600
1992-10-26,0.435268,0.459821,0.433036,0.459821,0.381222,250689600
1992-10-27,0.459821,0.468750,0.455357,0.459821,0.381222,211960000
1992-10-28,0.457589,0.470982,0.453125,0.466518,0.386774,196593600
1992-10-29,0.466518,0.482143,0.459821,0.475446,0.394176,213897600
1992-10-30,0.477679,0.477679,0.464286,0.468750,0.388625,129830400
1992-11-02,0.468750,0.470982,0.462054,0.466518,0.386774,170094400
1992-11-03,0.468750,0.468750,0.459821,0.464286,0.384924,112750400
1992-11-04,0.464286,0.470982,0.464286,0.468750,0.388625,141960000
1992-11-05,0.468750,0.491071,0.468750,0.491071,0.407130,298054400
1992-11-06,0.488839,0.504464,0.488839,0.497768,0.412682,263972800
1992-11-09,0.500000,0.500000,0.488839,0.493304,0.408981,112929600
1992-11-10,0.491071,0.504464,0.488839,0.502232,0.416383,122225600
1992-11-11,0.504464,0.520089,0.502232,0.506696,0.420084,140425600
1992-11-12,0.508929,0.513393,0.503348,0.507813,0.421010,107598400
1992-11-13,0.508929,0.511161,0.500000,0.502232,0.416383,84750400
1992-11-16,0.502232,0.515625,0.500000,0.512277,0.424711,67547200
1992-11-17,0.511161,0.513393,0.489955,0.493304,0.408981,168806400
1992-11-18,0.500000,0.520089,0.495536,0.515625,0.427487,304808000
1992-11-19,0.515625,0.531250,0.515625,0.520089,0.431188,240542400
1992-11-20,0.522321,0.524554,0.508929,0.513393,0.425636,155489600
1992-11-23,0.504464,0.508929,0.502232,0.506696,0.420084,152723200
1992-11-24,0.508929,0.513393,0.504464,0.513393,0.425636,156822400
1992-11-25,0.508929,0.511161,0.500000,0.504464,0.418234,117342400
1992-11-27,0.504464,0.511161,0.502232,0.504464,0.418234,47196800
1992-11-30,0.502232,0.513393,0.496652,0.513393,0.426542,160507200
1992-12-01,0.511161,0.526786,0.506696,0.520089,0.432105,130144000
1992-12-02,0.520089,0.522321,0.508929,0.511161,0.424688,97776000
1992-12-03,0.504464,0.514509,0.501116,0.513393,0.426542,187588800
1992-12-04,0.511161,0.513393,0.504464,0.507813,0.421906,95782400
1992-12-07,0.506696,0.515625,0.506696,0.515625,0.428396,144222400
1992-12-08,0.515625,0.524554,0.515625,0.518973,0.431178,196638400
1992-12-09,0.515625,0.517857,0.511161,0.514509,0.427469,159409600
1992-12-10,0.511161,0.514509,0.504464,0.511161,0.424688,140190400
1992-12-11,0.511161,0.520089,0.511161,0.513393,0.426542,120187200
1992-12-14,0.513393,0.515625,0.506696,0.511161,0.424688,110510400
1992-12-15,0.506696,0.508929,0.495536,0.503348,0.418196,182537600
1992-12-16,0.502232,0.508929,0.486607,0.491071,0.407996,225926400
1992-12-17,0.493304,0.513393,0.493304,0.507813,0.421906,233867200
1992-12-18,0.513393,0.529018,0.511161,0.520089,0.432105,235457600
1992-12-21,0.520089,0.535714,0.517857,0.532366,0.442305,256065600
1992-12-22,0.533482,0.546875,0.533482,0.541295,0.449724,280168000
1992-12-23,0.537946,0.540179,0.529018,0.533482,0.443232,112336000
1992-12-24,0.535714,0.535714,0.526786,0.526786,0.437669,45964800
1992-12-28,0.529018,0.533482,0.529018,0.531250,0.441378,70448000
1992-12-29,0.531250,0.542411,0.531250,0.532366,0.442305,116278400
1992-12-30,0.533482,0.533482,0.524554,0.524554,0.435815,100587200
1992-12-31,0.524554,0.535714,0.524554,0.533482,0.443232,92232000
1993-01-04,0.531250,0.535714,0.515625,0.520089,0.432105,129136000
1993-01-05,0.517857,0.529018,0.511161,0.529018,0.439524,186256000
1993-01-06,0.542411,0.553571,0.540179,0.551339,0.458069,281400000
1993-01-07,0.551339,0.558036,0.541295,0.544643,0.452506,272137600
1993-01-08,0.542411,0.562500,0.533482,0.555804,0.461778,320936000
1993-01-11,0.553571,0.574777,0.551339,0.572545,0.475687,273728000
1993-01-12,0.560268,0.569196,0.549107,0.549107,0.456214,346158400
1993-01-13,0.549107,0.571429,0.546875,0.566964,0.471050,199640000
1993-01-14,0.571429,0.582589,0.569196,0.580357,0.482178,367808000
1993-01-15,0.544643,0.555804,0.535714,0.537946,0.446941,902630400
1993-01-18,0.531250,0.535714,0.517857,0.531250,0.441378,333636800
1993-01-19,0.533482,0.540179,0.529018,0.533482,0.443232,274041600
1993-01-20,0.533482,0.537946,0.531250,0.535714,0.445087,158737600
1993-01-21,0.533482,0.537946,0.524554,0.535714,0.445087,184419200
1993-01-22,0.537946,0.537946,0.526786,0.531250,0.441378,146944000
1993-01-25,0.529018,0.540179,0.529018,0.535714,0.445087,202272000
1993-01-26,0.540179,0.553571,0.540179,0.542411,0.450651,285622400
1993-01-27,0.544643,0.551339,0.524554,0.537946,0.446941,226620800
1993-01-28,0.535714,0.537946,0.529018,0.534598,0.444160,184038400
1993-01-29,0.537946,0.546875,0.526786,0.531250,0.441378,266100800
1993-02-01,0.529018,0.546875,0.529018,0.546875,0.454360,240553600
1993-02-02,0.542411,0.549107,0.537946,0.537946,0.446941,182336000
1993-02-03,0.544643,0.544643,0.522321,0.535714,0.445087,264185600
1993-02-04,0.535714,0.537946,0.526786,0.531250,0.441378,208152000
1993-02-05,0.529018,0.531250,0.502232,0.511161,0.424688,367617600
1993-02-08,0.508929,0.513393,0.495536,0.504464,0.419124,281075200
1993-02-09,0.508929,0.512277,0.504464,0.507813,0.421906,238660800
1993-02-10,0.508929,0.511161,0.491071,0.497768,0.413560,268284800
1993-02-11,0.497768,0.502232,0.491071,0.492188,0.408924,168268800
1993-02-12,0.491071,0.495536,0.479911,0.481027,0.400523,275396800
1993-02-16,0.477679,0.477679,0.459821,0.473214,0.394018,407736000
1993-02-17,0.475446,0.482143,0.464286,0.481027,0.400523,249580800
1993-02-18,0.491071,0.493304,0.477679,0.491071,0.408886,280123200
1993-02-19,0.493304,0.495536,0.488839,0.491071,0.408886,177800000
1993-02-22,0.491071,0.500000,0.488839,0.492188,0.409816,98761600
1993-02-23,0.491071,0.493304,0.482143,0.484375,0.403311,194073600
1993-02-24,0.465402,0.481027,0.465402,0.478795,0.398664,286563200
1993-02-25,0.475446,0.488839,0.475446,0.488839,0.407028,167227200
1993-02-26,0.484375,0.484375,0.466518,0.473214,0.394018,294884800
1993-03-01,0.473214,0.477679,0.470982,0.475446,0.395876,119302400
1993-03-02,0.473214,0.486607,0.473214,0.484375,0.403311,147694400
1993-03-03,0.482143,0.491071,0.475446,0.487723,0.406098,202697600
1993-03-04,0.486607,0.493304,0.477679,0.491071,0.408886,188339200
1993-03-05,0.488839,0.497768,0.488839,0.491071,0.408886,111619200
1993-03-08,0.491071,0.506696,0.491071,0.504464,0.420038,177004800
1993-03-09,0.504464,0.513393,0.504464,0.506696,0.421896,154828800
1993-03-10,0.506696,0.511161,0.500000,0.506696,0.421896,132496000
1993-03-11,0.508929,0.511161,0.502232,0.507813,0.422826,144614400
1993-03-12,0.506696,0.506696,0.495536,0.502232,0.418179,126694400
1993-03-15,0.500000,0.511161,0.494420,0.508929,0.423755,136035200
1993-03-16,0.511161,0.515625,0.504464,0.504464,0.420038,101281600
1993-03-17,0.504464,0.508929,0.491071,0.492188,0.409816,176220800
1993-03-18,0.491071,0.496652,0.486607,0.486607,0.405169,106187200
1993-03-19,0.491071,0.493304,0.477679,0.479911,0.399594,154100800
1993-03-22,0.477679,0.481027,0.470982,0.475446,0.395876,165200000
1993-03-23,0.475446,0.482143,0.469866,0.470982,0.392159,102536000
1993-03-24,0.470982,0.484375,0.468750,0.479911,0.399594,143068800
1993-03-25,0.479911,0.488839,0.477679,0.488839,0.407028,171046400
1993-03-26,0.488839,0.488839,0.468750,0.475446,0.395876,151760000
1993-03-29,0.466518,0.468750,0.453125,0.455357,0.379149,261710400
1993-03-30,0.456473,0.466518,0.448661,0.466518,0.388442,264051200
1993-03-31,0.468750,0.470982,0.457589,0.459821,0.382866,223036800
1993-04-01,0.457589,0.464286,0.455357,0.462054,0.384725,108203200
1993-04-02,0.450893,0.457589,0.441964,0.447545,0.372644,253792000
1993-04-05,0.446429,0.450893,0.441964,0.446429,0.371715,149172800
1993-04-06,0.446429,0.448661,0.435268,0.435268,0.362422,168369600
1993-04-07,0.437500,0.453125,0.433036,0.450893,0.375432,162848000
1993-04-08,0.446429,0.450893,0.437500,0.444196,0.369856,163430400
1993-04-12,0.441964,0.455357,0.441964,0.446429,0.371715,93049600
1993-04-13,0.450893,0.457589,0.430804,0.433036,0.360564,164483200
1993-04-14,0.430804,0.435268,0.425223,0.435268,0.362422,170060800
1993-04-15,0.430804,0.430804,0.417411,0.421875,0.351271,218702400
1993-04-16,0.430804,0.435268,0.422991,0.429688,0.357776,686795200
1993-04-19,0.433036,0.441964,0.430804,0.433036,0.360564,227864000
1993-04-20,0.435268,0.448661,0.430804,0.446429,0.371715,240049600
1993-04-21,0.448661,0.453125,0.439732,0.443080,0.368927,205273600
1993-04-22,0.439732,0.450893,0.437500,0.446429,0.371715,157673600
1993-04-23,0.444196,0.448661,0.435268,0.439732,0.366139,134142400
1993-04-26,0.439732,0.444196,0.433036,0.437500,0.364281,102804800
1993-04-27,0.435268,0.448661,0.435268,0.448661,0.373574,129673600
1993-04-28,0.444196,0.464286,0.444196,0.458705,0.381937,163240000
1993-04-29,0.459821,0.462054,0.447545,0.453125,0.377291,82443200
1993-04-30,0.453125,0.468750,0.453125,0.457589,0.381008,132339200
1993-05-03,0.457589,0.464286,0.455357,0.463170,0.385654,65184000
1993-05-04,0.466518,0.484375,0.464286,0.476563,0.396806,170822400
1993-05-05,0.473214,0.495536,0.473214,0.486607,0.405169,253064000
1993-05-06,0.486607,0.488839,0.477679,0.479911,0.399594,70459200
1993-05-07,0.477679,0.488839,0.477679,0.488839,0.407028,81894400
1993-05-10,0.491071,0.498884,0.491071,0.491071,0.408886,137928000
1993-05-11,0.491071,0.493304,0.482143,0.486607,0.405169,158379200
1993-05-12,0.484375,0.488839,0.473214,0.475446,0.395876,105224000
1993-05-13,0.477679,0.497768,0.477679,0.495536,0.412604,361726400
1993-05-14,0.493304,0.500000,0.491071,0.495536,0.412604,117409600
1993-05-17,0.495536,0.500000,0.491071,0.497768,0.414462,69641600
1993-05-18,0.495536,0.502232,0.491071,0.495536,0.412604,163475200
1993-05-19,0.488839,0.513393,0.486607,0.511161,0.425614,172771200
1993-05-20,0.511161,0.526786,0.511161,0.524554,0.436765,290528000
1993-05-21,0.524554,0.527902,0.506696,0.513393,0.427472,148198400
1993-05-24,0.506696,0.524554,0.506696,0.514509,0.428401,150315200
1993-05-25,0.506696,0.513393,0.497768,0.503348,0.419108,180723200
1993-05-26,0.500000,0.515625,0.494420,0.515625,0.429331,121564800
1993-05-27,0.515625,0.522321,0.511161,0.513393,0.427472,197288000
1993-05-28,0.508929,0.513393,0.502232,0.505580,0.421847,183948800
1993-06-01,0.504464,0.515625,0.504464,0.508929,0.424641,135072000
1993-06-02,0.506696,0.520089,0.500000,0.508929,0.424641,200480000
1993-06-03,0.508929,0.511161,0.500000,0.503348,0.419984,156856000
1993-06-04,0.497768,0.502232,0.486607,0.489955,0.408810,213684800
1993-06-07,0.486607,0.488839,0.449777,0.453125,0.378079,482305600
1993-06-08,0.435268,0.446429,0.428571,0.441964,0.368767,621096000
1993-06-09,0.401786,0.407366,0.392857,0.395089,0.329655,1178419200
1993-06-10,0.388393,0.399554,0.381696,0.397321,0.331517,553705600
1993-06-11,0.401786,0.404018,0.387277,0.390625,0.325930,242323200
1993-06-14,0.392857,0.399554,0.388393,0.398438,0.332449,249491200
1993-06-15,0.404018,0.404018,0.373884,0.375000,0.312893,448324800
1993-06-16,0.377232,0.386161,0.370536,0.377232,0.314755,353080000
1993-06-17,0.379464,0.379464,0.361607,0.368304,0.307306,409438400
1993-06-18,0.371652,0.376116,0.354911,0.366071,0.305443,311292800
1993-06-21,0.361607,0.361607,0.352679,0.353795,0.295200,273582400
1993-06-22,0.364955,0.375000,0.354911,0.369420,0.308237,336380800
1993-06-23,0.372768,0.372768,0.357143,0.361607,0.301718,180723200
1993-06-24,0.361607,0.372768,0.357143,0.372768,0.311031,222835200
1993-06-25,0.360491,0.363839,0.352679,0.357143,0.297994,257163200
1993-06-28,0.361607,0.361607,0.345982,0.358259,0.298925,353617600
1993-06-29,0.359375,0.359375,0.343750,0.348214,0.290543,294268800
1993-06-30,0.345982,0.354911,0.343750,0.352679,0.294269,200256000
1993-07-01,0.348214,0.354911,0.339286,0.339286,0.283094,218164800
1993-07-02,0.341518,0.345982,0.337054,0.343750,0.286819,191632000
1993-07-06,0.341518,0.348214,0.334821,0.337054,0.281232,155254400
1993-07-07,0.334821,0.338170,0.323661,0.325893,0.271919,227035200
1993-07-08,0.325893,0.334821,0.323661,0.325893,0.271919,138969600
1993-07-09,0.330357,0.332589,0.325893,0.328125,0.273782,156878400
1993-07-12,0.328125,0.340402,0.323661,0.339286,0.283094,173880000
1993-07-13,0.345982,0.345982,0.330357,0.332589,0.277506,158110400
1993-07-14,0.328125,0.334821,0.319196,0.332589,0.277506,246299200
1993-07-15,0.332589,0.337054,0.314732,0.319196,0.266331,338038400
1993-07-16,0.254464,0.264509,0.236607,0.245536,0.204871,2120596800
1993-07-19,0.250000,0.256696,0.227679,0.228795,0.190902,806232000
1993-07-20,0.234375,0.247768,0.229911,0.239955,0.200214,531910400
1993-07-21,0.232143,0.238839,0.227679,0.234375,0.195558,455907200
1993-07-22,0.232143,0.241071,0.229911,0.236607,0.197421,211176000
1993-07-23,0.241071,0.245536,0.232143,0.234375,0.195558,233777600
1993-07-26,0.238839,0.245536,0.232143,0.239955,0.200214,152824000
1993-07-27,0.238839,0.245536,0.234375,0.236607,0.197421,198609600
1993-07-28,0.234375,0.241071,0.234375,0.239955,0.200214,91795200
1993-07-29,0.241071,0.245536,0.238839,0.243304,0.203008,121374400
1993-07-30,0.245536,0.252232,0.241071,0.247768,0.206733,214446400
1993-08-02,0.252232,0.261161,0.250000,0.254464,0.212320,216305600
1993-08-03,0.258929,0.261161,0.256696,0.258929,0.216046,176478400
1993-08-04,0.261161,0.272321,0.258929,0.270089,0.225357,242995200
1993-08-05,0.274554,0.274554,0.258929,0.263393,0.219770,209372800
1993-08-06,0.261161,0.270089,0.261161,0.261161,0.217908,125921600
1993-08-09,0.261161,0.270089,0.258929,0.265625,0.221633,161414400
1993-08-10,0.263393,0.265625,0.252232,0.254464,0.212320,152779200
1993-08-11,0.254464,0.254464,0.241071,0.245536,0.204871,166969600
1993-08-12,0.245536,0.247768,0.232143,0.236607,0.197421,338172800
1993-08-13,0.236607,0.247768,0.234375,0.244420,0.203940,138812800
1993-08-16,0.245536,0.250000,0.243304,0.245536,0.205772,102446400
1993-08-17,0.247768,0.254464,0.243304,0.253348,0.212319,108180800
1993-08-18,0.258929,0.265625,0.252232,0.254464,0.213255,188720000
1993-08-19,0.256696,0.256696,0.245536,0.245536,0.205772,152129600
1993-08-20,0.247768,0.250000,0.241071,0.250000,0.209514,99937600
1993-08-23,0.250000,0.256696,0.245536,0.253348,0.212319,91179200
1993-08-24,0.252232,0.256696,0.247768,0.250000,0.209514,101259200
1993-08-25,0.250000,0.252232,0.238839,0.243304,0.203902,145768000
1993-08-26,0.243304,0.243304,0.236607,0.239955,0.201095,176142400
1993-08-27,0.241071,0.241071,0.234375,0.236607,0.198290,186569600
1993-08-30,0.236607,0.236607,0.231027,0.232143,0.194548,273739200
1993-08-31,0.236607,0.238839,0.232143,0.236607,0.198290,127870400
1993-09-01,0.236607,0.238839,0.229911,0.233259,0.195484,225568000
1993-09-02,0.232143,0.234375,0.225446,0.229911,0.192678,282262400
1993-09-03,0.232143,0.232143,0.225446,0.229911,0.192678,162937600
1993-09-07,0.232143,0.241071,0.229911,0.234375,0.196419,143539200
1993-09-08,0.234375,0.241071,0.232143,0.238839,0.200160,226632000
1993-09-09,0.238839,0.241071,0.232143,0.232143,0.194548,149531200
1993-09-10,0.234375,0.234375,0.226563,0.234375,0.196419,134489600
1993-09-13,0.234375,0.236607,0.220982,0.225446,0.188936,255785600
1993-09-14,0.216518,0.223214,0.214286,0.216518,0.181454,276640000
1993-09-15,0.218750,0.223214,0.209821,0.218750,0.183324,257723200
1993-09-16,0.216518,0.223214,0.216518,0.220982,0.185195,85960000
1993-09-17,0.217634,0.227679,0.216518,0.225446,0.188936,172032000
1993-09-20,0.225446,0.227679,0.220982,0.222098,0.186130,111036800
1993-09-21,0.220982,0.225446,0.213170,0.218750,0.183324,146496000
1993-09-22,0.216518,0.227679,0.216518,0.227679,0.190807,110488000
1993-09-23,0.227679,0.227679,0.218750,0.220982,0.185195,130950400
1993-09-24,0.223214,0.225446,0.218750,0.223214,0.187065,76574400
1993-09-27,0.223214,0.225446,0.216518,0.220982,0.185195,113176000
1993-09-28,0.220982,0.223214,0.216518,0.220982,0.185195,94550400
1993-09-29,0.216518,0.222098,0.212054,0.213170,0.178648,236745600
1993-09-30,0.214286,0.214286,0.205357,0.208705,0.174906,274904000
1993-10-01,0.203125,0.205357,0.200893,0.203125,0.170230,335988800
1993-10-04,0.202009,0.205357,0.196429,0.203125,0.170230,192841600
1993-10-05,0.205357,0.214286,0.205357,0.209821,0.175841,176310400
1993-10-06,0.212054,0.214286,0.208705,0.210938,0.176777,175280000
1993-10-07,0.209821,0.212054,0.203125,0.205357,0.172100,134904000
1993-10-08,0.207589,0.207589,0.198661,0.202009,0.169294,139406400
1993-10-11,0.203125,0.214286,0.203125,0.212054,0.177713,161145600
1993-10-12,0.214286,0.223214,0.212054,0.214286,0.179583,306342400
1993-10-13,0.216518,0.216518,0.209821,0.214286,0.179583,177004800
1993-10-14,0.214286,0.218750,0.209821,0.212054,0.177713,160686400
1993-10-15,0.247768,0.254464,0.238839,0.252232,0.211384,955248000
1993-10-18,0.250000,0.256696,0.247768,0.253348,0.212319,332998400
1993-10-19,0.252232,0.254464,0.243304,0.247768,0.207643,213572800
1993-10-20,0.250000,0.252232,0.243304,0.247768,0.207643,138409600
1993-10-21,0.245536,0.279018,0.243304,0.270089,0.226349,627110400
1993-10-22,0.272321,0.281250,0.265625,0.270089,0.226349,396076800
1993-10-25,0.270089,0.272321,0.264509,0.267857,0.224479,219128000
1993-10-26,0.265625,0.267857,0.258929,0.265625,0.222608,222476800
1993-10-27,0.267857,0.287946,0.265625,0.283482,0.237573,459065600
1993-10-28,0.283482,0.287946,0.276786,0.276786,0.231962,244462400
1993-10-29,0.276786,0.283482,0.272321,0.274554,0.230091,136864000
1993-11-01,0.274554,0.281250,0.270089,0.281250,0.235703,105974400
1993-11-02,0.279018,0.294643,0.276786,0.292411,0.245056,224246400
1993-11-03,0.294643,0.294643,0.276786,0.282366,0.236638,176960000
1993-11-04,0.281250,0.287946,0.274554,0.287946,0.241314,185371200
1993-11-05,0.284598,0.287946,0.274554,0.284598,0.238508,378033600
1993-11-08,0.285714,0.286830,0.272321,0.274554,0.230091,166992000
1993-11-09,0.276786,0.279018,0.265625,0.268973,0.225414,171248000
1993-11-10,0.270089,0.274554,0.267857,0.274554,0.230091,76977600
1993-11-11,0.274554,0.285714,0.272321,0.280134,0.234767,142430400
1993-11-12,0.281250,0.285714,0.272321,0.283482,0.237573,143662400
1993-11-15,0.281250,0.292411,0.281250,0.285714,0.239444,157102400
1993-11-16,0.285714,0.305804,0.283482,0.303571,0.254409,303083200
1993-11-17,0.303571,0.312500,0.292411,0.299107,0.250668,302624000
1993-11-18,0.299107,0.301339,0.294643,0.299107,0.250668,114408000
1993-11-19,0.294643,0.299107,0.290179,0.294643,0.247814,122964800
1993-11-22,0.292411,0.294643,0.287946,0.290179,0.244060,150606400
1993-11-23,0.290179,0.294643,0.279018,0.294643,0.247814,186166400
1993-11-24,0.292411,0.299107,0.291295,0.294643,0.247814,90440000
1993-11-26,0.292411,0.294643,0.287946,0.291295,0.244998,43444800
1993-11-29,0.287946,0.290179,0.281250,0.283482,0.238427,96712000
1993-11-30,0.283482,0.291295,0.281250,0.281250,0.236550,112660800
1993-12-01,0.285714,0.287946,0.279018,0.281250,0.236550,111216000
1993-12-02,0.283482,0.285714,0.276786,0.283482,0.238427,100654400
1993-12-03,0.283482,0.285714,0.276786,0.281250,0.236550,120467200
1993-12-06,0.281250,0.290179,0.279018,0.287946,0.242181,156979200
1993-12-07,0.285714,0.287946,0.281250,0.287946,0.242181,63851200
1993-12-08,0.285714,0.287946,0.281250,0.284598,0.239366,39592000
1993-12-09,0.283482,0.285714,0.265625,0.267857,0.225285,182761600
1993-12-10,0.270089,0.272321,0.247768,0.252232,0.212144,497257600
1993-12-13,0.252232,0.263393,0.247768,0.263393,0.221531,244328000
1993-12-14,0.261161,0.265625,0.258929,0.260045,0.218715,293664000
1993-12-15,0.258929,0.265625,0.258929,0.265625,0.223408,123883200
1993-12-16,0.263393,0.265625,0.258929,0.262277,0.220592,126369600
1993-12-17,0.263393,0.265625,0.260045,0.263393,0.221531,145152000
1993-12-20,0.261161,0.265625,0.252232,0.254464,0.214021,189033600
1993-12-21,0.254464,0.256696,0.243304,0.245536,0.206512,251126400
1993-12-22,0.243304,0.254464,0.241071,0.250000,0.210266,181372800
1993-12-23,0.243304,0.243304,0.236607,0.243304,0.204635,226956800
1993-12-27,0.247768,0.256696,0.243304,0.254464,0.214021,159936000
1993-12-28,0.256696,0.263393,0.254464,0.260045,0.218715,159499200
1993-12-29,0.261161,0.261161,0.254464,0.254464,0.214021,107352000
1993-12-30,0.254464,0.270089,0.254464,0.265625,0.223408,314552000
1993-12-31,0.265625,0.270089,0.261161,0.261161,0.219653,160966400
1994-01-03,0.263393,0.267857,0.258929,0.266741,0.224347,181529600
1994-01-04,0.270089,0.281250,0.267857,0.281250,0.236550,285174400
1994-01-05,0.283482,0.302455,0.283482,0.301339,0.253446,612136000
1994-01-06,0.301339,0.303571,0.290179,0.292411,0.245937,366508800
1994-01-07,0.285714,0.296875,0.279018,0.295759,0.248753,298793600
1994-01-10,0.294643,0.302455,0.292411,0.300223,0.252507,201588800
1994-01-11,0.299107,0.301339,0.283482,0.284598,0.239366,355398400
1994-01-12,0.287946,0.287946,0.272321,0.272321,0.229040,439118400
1994-01-13,0.267857,0.274554,0.265625,0.273438,0.229979,531596800
1994-01-14,0.274554,0.283482,0.272321,0.276786,0.232795,214513600
1994-01-17,0.276786,0.281250,0.267857,0.271205,0.228101,145712000
1994-01-18,0.270089,0.270089,0.258929,0.262277,0.220592,362801600
1994-01-19,0.261161,0.265625,0.256696,0.261161,0.219653,281590400
1994-01-20,0.263393,0.274554,0.263393,0.266741,0.224347,268083200
1994-01-21,0.296875,0.299107,0.287946,0.297991,0.250630,980134400
1994-01-24,0.296875,0.314732,0.296875,0.312500,0.262833,692148800
1994-01-25,0.310268,0.312500,0.296875,0.302455,0.254385,442332800
1994-01-26,0.301339,0.303571,0.296875,0.299107,0.251568,165804800
1994-01-27,0.299107,0.305804,0.294643,0.304688,0.256263,132249600
1994-01-28,0.305804,0.310268,0.301339,0.303571,0.255323,136438400
1994-01-31,0.299107,0.301339,0.292411,0.292411,0.245937,238380800
1994-02-01,0.294643,0.299107,0.287946,0.296875,0.249691,156721600
1994-02-02,0.296875,0.296875,0.290179,0.294643,0.247814,146451200
1994-02-03,0.294643,0.300223,0.290179,0.299107,0.251568,137995200
1994-02-04,0.299107,0.312500,0.296875,0.299107,0.251568,354009600
1994-02-07,0.299107,0.331473,0.299107,0.325893,0.275082,725446400
1994-02-08,0.321429,0.325893,0.314732,0.319196,0.269429,285387200
1994-02-09,0.319196,0.325893,0.314732,0.323661,0.273198,186984000
1994-02-10,0.323661,0.334821,0.321429,0.325893,0.275082,302030400
1994-02-11,0.323661,0.334821,0.323661,0.330357,0.278850,164248000
1994-02-14,0.330357,0.339286,0.328125,0.330357,0.278850,245548800
1994-02-15,0.328125,0.334821,0.323661,0.331473,0.279792,129774400
1994-02-16,0.334821,0.334821,0.328125,0.328125,0.276966,122024000
1994-02-17,0.332589,0.338170,0.323661,0.330357,0.278850,145152000
1994-02-18,0.325893,0.330357,0.323661,0.323661,0.273198,149072000
1994-02-22,0.323661,0.334821,0.319196,0.332589,0.280734,214569600
1994-02-23,0.332589,0.341518,0.330357,0.332589,0.280734,260534400
1994-02-24,0.330357,0.332589,0.323661,0.327009,0.276024,197859200
1994-02-25,0.330357,0.332589,0.316964,0.321429,0.271314,236824000
1994-02-28,0.323661,0.330357,0.321429,0.325893,0.275082,123827200
1994-03-01,0.328125,0.328125,0.319196,0.323661,0.273198,211870400
1994-03-02,0.314732,0.323661,0.310268,0.318080,0.268487,294145600
1994-03-03,0.319196,0.323661,0.316964,0.319196,0.269429,188473600
1994-03-04,0.321429,0.334821,0.319196,0.328125,0.276966,226844800
1994-03-07,0.330357,0.340402,0.328125,0.338170,0.285445,310396800
1994-03-08,0.339286,0.339286,0.328125,0.330357,0.278850,186054400
1994-03-09,0.327009,0.334821,0.321429,0.334821,0.282618,248539200
1994-03-10,0.332589,0.335938,0.328125,0.332589,0.280734,143763200
1994-03-11,0.330357,0.337054,0.328125,0.332589,0.280734,161840000
1994-03-14,0.343750,0.343750,0.337054,0.340402,0.287329,441705600
1994-03-15,0.341518,0.341518,0.332589,0.335938,0.283561,204545600
1994-03-16,0.334821,0.337054,0.325893,0.328125,0.276966,147168000
1994-03-17,0.328125,0.330357,0.323661,0.325893,0.275082,156228800
1994-03-18,0.328125,0.328125,0.319196,0.324777,0.274140,223675200
1994-03-21,0.324777,0.325893,0.314732,0.316964,0.267546,246512000
1994-03-22,0.314732,0.316964,0.308036,0.312500,0.263778,242827200
1994-03-23,0.314732,0.316964,0.305804,0.313616,0.264720,216686400
1994-03-24,0.313616,0.314732,0.303571,0.309152,0.260951,188092800
1994-03-25,0.310268,0.310268,0.292411,0.292411,0.246821,343638400
1994-03-28,0.294643,0.303571,0.292411,0.296875,0.250589,282576000
1994-03-29,0.296875,0.301339,0.287946,0.292411,0.246821,213516800
1994-03-30,0.290179,0.296875,0.283482,0.290179,0.244937,169825600
1994-03-31,0.290179,0.299107,0.281250,0.296875,0.250589,209059200
1994-04-04,0.287946,0.296875,0.283482,0.296875,0.250589,168302400
1994-04-05,0.301339,0.305804,0.299107,0.299107,0.252472,97899200
1994-04-06,0.303571,0.303571,0.292411,0.299107,0.252472,129091200
1994-04-07,0.299107,0.301339,0.292411,0.297991,0.251531,77369600
1994-04-08,0.301339,0.303571,0.296875,0.299107,0.252472,176848000
1994-04-11,0.299107,0.299107,0.290179,0.299107,0.252472,106825600
1994-04-12,0.297991,0.297991,0.283482,0.285714,0.241168,136830400
